"Anno di pubblicazione","ID prodotto","Handle","Titolo","rivista: denominazione","DOI","scopus: funding funders"
"2025","242729","11579/223351","Reproductive Factors, Sex Hormone Levels, and Differentiated Thyroid Cancer Risk: A Mendelian Randomization Study","THYROID","10.1089/thy.2024.0548","501100013342 - NIHR Imperial Biomedical Research Centre; 100020963 - Department of Epidemiology and Biostatistics, University of California, San Francisco; 501100004099 - Ligue Contre le Cancer; 501100000761 - Imperial College London; 501100007241 - Université Paris-Saclay; 100016817 - University of Maryland School of Public Health; 501100001677 - Institut National de la Santé et de la Recherche Médicale; 100008363 - Kræftens Bekæmpelse; 501100000272 - National Institute for Health and Care Research; 501100000321 - World Cancer Research Fund; 501100002347 - Bundesministerium für Bildung und Forschung; 100008700 - Centre International de Recherche sur le Cancer; 501100005010 - Associazione Italiana per la Ricerca sul Cancro; 501100002999 - Ministerie van Volksgezondheid, Welzijn en Sport; 100013101 - National Research Council; 501100008017 - Institut Gustave-Roussy; 501100010566 - Consejería de Salud y Familias, Junta de Andalucía; 501100005972 - Deutsche Krebshilfe; 100008658 - Deutsches Krebsforschungszentrum; 501100008018 - Mutuelle Générale de l'Education Nationale; 501100000289 - Cancer Research UK; 501100000289 - Cancer Research UK; 501100000265 - Medical Research Council; 501100000265 - Medical Research Council; 501100006364 - Institut National Du Cancer; 501100006364 - Institut National Du Cancer;"
"2025","242730","11579/223352","Reassessing the association between age at menarche and cardiovascular disease: observational and Mendelian randomization analyses","EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY","10.1093/eurjpc/zwaf051","100012558 - Skåne County Council's Research and Development Foundation; 100011529 - Scottish Government Health and Social Care Directorate; 100010434 - 'la Caixa' Foundation; 501100000269 - Economic and Social Research Council; 501100013342 - NIHR Imperial Biomedical Research Centre; 501100023699 - Health Data Research UK; 501100011011 - Junta de Andalucía; 501100004099 - Ligue Contre le Cancer; 501100000761 - Imperial College London; 501100004587 - Instituto de Salud Carlos III; 501100001677 - Institut National de la Santé et de la Recherche Médicale; 100008363 - Kræftens Bekæmpelse; 501100010482 - Fonds de Recherche en Santé Respiratoire; 100007388 - Compagnia di San Paolo; 501100000321 - World Cancer Research Fund; 100010416 - Rollins School of Public Health; 501100002347 - Bundesministerium für Forschung, Technologie und Raumfahrt; 501100002794 - Cancerfonden; 100008700 - Centre International de Recherche sur le Cancer; 100004440 - Wellcome; 501100001626 - Public Health Agency; 501100005010 - Associazione Italiana per la Ricerca sul Cancro; 501100002999 - Ministerie van Volksgezondheid, Welzijn en Sport; 100013101 - National Research Council; 501100008017 - Institut Gustave-Roussy; 100004336 - Novartis; 501100005972 - Deutsche Krebshilfe; 100008658 - Deutsches Krebsforschungszentrum; 501100000266 - Engineering and Physical Sciences Research Council; 501100010756 - Health and Social Care Research and Development Division; 501100008018 - Mutuelle Générale de l'Education Nationale; 501100004359 - Vetenskapsrådet; 501100018956 - NIHR Cambridge Biomedical Research Centre; 501100000272 - National Institute for Health and Care Research; 100014013 - UK Research and Innovation; 100011102 - Seventh Framework Programme; 501100000781 - European Research Council; 501100001826 - ZonMw; 501100000274 - British Heart Foundation; 501100002428 - Austrian Science Fund; 501100000265 - Medical Research Council; 501100004965 - Sixth Framework Programme; 501100024893 - Cambridge BHF Centre of Research Excellence; 501100000289 - Cancer Research UK; 100010269 - Wellcome Trust;"
"2025","242731","11579/223353","International benchmarking of stage at diagnosis for six childhood solid tumours (the BENCHISTA project): a population-based, retrospective cohort study","THE LANCET CHILD & ADOLESCENT HEALTH","10.1016/s2352-4642(24)00302-x","100011692 - Children's Cancer and Leukaemia Group; 100022847 - European Society for Paediatric Oncology; 501100001273 - CHILDREN with CANCER UK; 501100001273 - CHILDREN with CANCER UK; 501100005010 - Associazione Italiana per la Ricerca sul Cancro; 501100005010 - Associazione Italiana per la Ricerca sul Cancro;"
"2025","242732","11579/223354","Inflammatory Potential of the Diet and Risk of Crohn's Disease and Ulcerative Colitis","ALIMENTARY PHARMACOLOGY & THERAPEUTICS","10.1111/apt.18497","100007465 - Universitetet i Tromsø; 501100013342 - NIHR Imperial Biomedical Research Centre; 100020963 - Department of Epidemiology and Biostatistics, University of California, San Francisco; 501100004099 - Ligue Contre le Cancer; 501100000761 - Imperial College London; 100016817 - University of Maryland School of Public Health; 501100004587 - Instituto de Salud Carlos III; 501100001677 - Institut National de la Santé et de la Recherche Médicale; 100008363 - Kræftens Bekæmpelse; 100007388 - Compagnia di San Paolo; 501100000321 - World Cancer Research Fund; 501100002347 - Bundesministerium für Bildung und Forschung; 501100002794 - Cancerfonden; 100008700 - Centre International de Recherche sur le Cancer; 501100005010 - Associazione Italiana per la Ricerca sul Cancro; 501100002999 - Ministerie van Volksgezondheid, Welzijn en Sport; 501100003196 - Ministero della Salute; 501100008017 - Institut Gustave-Roussy; 501100003522 - Crohn's and Colitis UK; 501100001826 - ZonMw; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100000862 - Sir Halley Stewart Trust; 501100010566 - Consejería de Salud y Familias, Junta de Andalucía; 501100005972 - Deutsche Krebshilfe; 100008658 - Deutsches Krebsforschungszentrum; 501100008018 - Mutuelle Générale de l'Education Nationale; 501100004359 - Vetenskapsrådet; 501100000289 - Cancer Research UK; 501100000289 - Cancer Research UK; 501100001665 - Agence Nationale de la Recherche; 501100001665 - Agence Nationale de la Recherche;"
"2025","242733","11579/223355","Long‑term physical and mental Health-Related Quality of Life in Italian patients post COVID-19 hospitalisation","QUALITY OF LIFE RESEARCH","10.1007/s11136-024-03882-y",""
"2025","242744","11579/223382","The architecture of misleading: How journalists spread inaccurate information on digital platforms","ANÀLISI","10.5565/rev/analisi.3884",""
"2025","242791","11579/223442","From paddy to polished rice: investigating antioxidant activity and phenolic compounds in Italian conventional and pigmented rice varieties and their by-products","FOOD CHEMISTRY","10.1016/j.foodchem.2025.145573",""
"2025","242804","11579/223462","Improved Iron Uptake and Metabolism Through Combined Heme and Non-Heme Iron Supplementation: An In Vitro Study","BIOMEDICINES","10.3390/biomedicines14010043",""
"2025","242825","11579/223483","ASSESSMENT OF HEAVY METALS AND PAHs IN FISH WASTE VALORISATION FOR NUTRACEUTICAL PURPOSES","DETRITUS","10.31025/2611-4135/2025.19552",""
"2025","242845","11579/223503","Qualche osservazione sulla categoria di ""italiano accademico""","ITALIANO LINGUADUE","10.54103/2037-3597/30531",""
"2025","242865","11579/223504","Exploring Anti-Neoplastic Activity of Chitosan Nanobubbles Decorated with ICOS-Fc and Loaded with Paclitaxel in a Human and Murine Model of Melanoma","PHARMACEUTICS","10.3390/pharmaceutics17121530",""
"2025","242892","11579/223522","Immaginari razziali in Italia dagli anni Venti a oggi","","",""
"2025","242893","11579/223523","Glucometabolic Control and Anti-Transglutaminase Antibodies at Celiac Disease Onset in Type 1 Diabetes Youth","THE JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM","10.1210/clinem/dgaf604",""
"2025","242894","11579/223524","Glycaemic outcomes of a 4‐h insulin pump suspension for prolonged exercise in youth with type 1 diabetes","DIABETIC MEDICINE","10.1111/dme.70180",""
"2025","242895","11579/223525","Letter: 
                    Beyond the Metrics: Translating Time in Range Gains into Global Health Equity. The Economic Case for Universal and Early Access to Diabetes Technology","DIABETES TECHNOLOGY & THERAPEUTICS","10.1177/15209156251390815",""
"2025","242896","11579/223526","Optimising the 
                    CamAPS FX 
                    automated insulin delivery system for exercise and complex meals in adolescents with type 1 diabetes: A prospective interventional study in a camp setting","DIABETES, OBESITY AND METABOLISM","10.1111/dom.70295","100011948 - Abbott Pharmaceuticals;"
"2025","242904","11579/223527","Comparative Effectiveness of Switching From First‐Generation Basal Insulins to Either Glargine 300 U/mL or Degludec 100 U/mL in Children and Adolescents With Type 1 Diabetes: Results From the ISPED CARD Clinical Registry","PEDIATRIC DIABETES","10.1155/pedi/5514402",""
"2025","242924","11579/223542","Descriptive Analysis of Pediatric Studies Included in the European Union Post-Authorization Study Register from 2010 to 2023","PEDIATRIC REPORTS","10.3390/pediatric17010024",""
"2025","242925","11579/223544","Cento giorni di presidenza Trump: i rischi per la scienza","EPIDEMIOLOGIA E PREVENZIONE","10.19191/EP25.2-3.031","100000001 - National Science Foundation; 100000002 - National Institutes of Health;"
"2025","242926","11579/223543","Characterising acute and chronic care needs: insights from the Global Burden of Disease Study 2019","NATURE COMMUNICATIONS","10.1038/s41467-025-56910-x",""
"2025","242927","11579/223549","Global, regional, and national burden of household air pollution, 1990-2021: a systematic analysis for the Global Burden of Disease Study 2021","THE LANCET","10.1016/S0140-6736(24)02840-X","100000865 - Bill and Melinda Gates Foundation;"
"2025","242946","11579/223562","Impact of Extraction Methods and Storage on the (Poly)Phenol and Fatty Acid Profiles of Walnut and Flaxseed Oils","JOURNAL OF RAW MATERIALS TO PROCESSED FOODS","",""
"2025","242964","11579/223582","Norme di transizione e disciplna transitoria (Artt. 55-58)","","",""
"2025","242986","11579/223603","L’irrequieto Alessandro Magno e l’assassinio di Filippo II di Macedonia","HORMOS","",""
"2025","242987","11579/223604","Una testimonianza circa il processo allo storico Tucidide nelle Vespe di Aristofane?","POLITICA ANTICA","",""
"2025","243025","11579/223622","1. Il procedimento di liquidazione di azioni e quote in caso di recesso","GIURISPRUDENZA ITALIANA","",""
"2025","243026","11579/223623","Whathever it takes…","","",""
"2025","243027","11579/223624","Alle origini della sussidiarietà","","",""
"2025","243030","11579/223625","Jus scholae","","",""
"2025","243031","11579/223626","La separazione dei poteri","","",""
"2025","243032","11579/223628","Minoranze religiose bilateralità e normalizzazione","DIRITTO E RELIGIONI","",""
"2025","243033","11579/223627","Il regionalismo differenziato","","",""
"2025","243034","11579/223629","La Carta di Nizza","","",""
"2025","243035","11579/223630","La specialità regionale nella fallita revisione costituzionale del 2016","","",""
"2025","243036","11579/223631","I codici deontologici","","",""
"2025","243037","11579/223632","Unione europea e Consiglio d’Europa: attenzione a non confondere…","","",""
"2025","243038","11579/223633","Gli allargamenti dell’Unione europea e la Brexit","","",""
"2025","243039","11579/223634","Next Generation EU e PNRR","","",""
"2025","243040","11579/223635","Le dimissioni anticipate di Segni, Leone, Cossiga e Napolitano","","",""
"2025","243041","11579/223636","I casi Previti (1994) e Savona (2018)","","",""
"2025","243043","11579/223637","La sussidiarietà tra Stato e mercato","","",""
"2025","243044","11579/223638","Il caso Marbury vs. Madison","","",""
"2025","243045","11579/223639","Il ricorso diretto al giudice costituzionale: tre esempi stranieri","","",""
"2025","243046","11579/223640","Scienza e riserva di scienza","","",""
"2025","243047","11579/223641","Contributo al forum ""Fine vita tra Stato e Regioni""","GRUPPO DI PISA","",""
"2025","243064","11579/223642","Spending caps for pharmaceuticals within the pharmaceutical policies framework: critical issues and reform options","GLOBAL & REGIONAL HEALTH TECHNOLOGY ASSESSMENT","10.33393/grhta.2025.3622",""
"2025","243068","11579/223643","Single-Inhaler Triple Therapy in Primary Care Across Europe: Expert Panel Consensus on the Consequences of Payer-Driven Access Rules and Call to Action","INTERNATIONAL JOURNAL OF COPD","10.2147/copd.s503726","100004325 - AstraZeneca;"
"2025","243070","11579/223644","Value Attribution for Combination Treatments: Two Potential Solutions for an Insoluble Problem","VALUE IN HEALTH","10.1016/j.jval.2024.11.002",""
"2025","243071","11579/223645","Impact of comprehensive genomic profiling and molecular tumour board on costs and access to tailored therapies: real-world observational study","BMJ OPEN","10.1136/bmjopen-2025-099134","501100003196 - Ministero della Salute;"
"2025","243074","11579/223647","Paving the road for a successful EU HTA Reform implementation","GLOBAL & REGIONAL HEALTH TECHNOLOGY ASSESSMENT","10.33393/grhta.2025.3502",""
"2025","243075","11579/223648","Valorization of Flaxseed and Hempseed Press Cakes: Influence of Pressing Velocity on Nutritional and Functional Properties","","",""
"2025","243077","11579/223649","Longitudinal validation of the PROFFIT questionnaire to assess financial toxicity in cancer patients","JOURNAL OF CANCER POLICY","10.1016/j.jcpo.2025.100645","501100003196 - Ministero della Salute; 100020581 - Fondazione AIRC per la ricerca sul cancro ETS; 501100005010 - Associazione Italiana per la Ricerca sul Cancro; 501100005010 - Associazione Italiana per la Ricerca sul Cancro;"
"2025","243082","11579/223651","Horizon scanning and drug expenditure for rare diseases: three-year predictive model in Italy 2025–2027","HEALTH ECONOMICS REVIEW","10.1186/s13561-025-00699-4",""
"2025","243083","11579/223652","Pivotal Studies for Drugs About to Be Launched for Rare Diseases: Will They Better Support Health Technology Assessment and Market Access than in the Past?","JOURNAL OF MARKET ACCESS & HEALTH POLICY","10.3390/jmahp13030037",""
"2025","243084","11579/223653","The Costs of Digital Health Interventions to Improve Immunization Data in Low- and Middle-Income Countries: Multicountry Mixed Methods Study","JMIR. JOURNAL OF MEDICAL INTERNET RESEARCH","10.2196/62746","100006641 - UNICEF; 100000200 - United States Agency for International Development; 100005624 - PATH; 100011893 - Pan American Health Organization; 501100019273 - National Institute for Medical Research; 100000865 - Bill and Melinda Gates Foundation;"
"2025","243086","11579/223654","An index of intergenerational justice: main concepts and preliminary evidence from the Age-It Research Program","JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES","",""
"2025","243104","11579/223662","A Rare Case of Acute Necrotizing Encephalopathy in A Young Adult: Correlation between Neuroradiological Imaging and Clinical Outcome","JOURNAL OF RADIOLOGY CASE REPORTS","",""
"2025","243124","11579/223682","Le lingue di Atene: quanto è classico il greco classico?","","",""
"2025","243205","11579/223742","Introduction","MLN","10.1353/mln.2025.a963651",""
"2025","243214","11579/223743","The Flux and the Fragment: Eleanor Clark's Rome for Wandering Intellectuals","MLN","10.1353/mln.2025.a963652",""
"2025","243215","11579/223762","Modern Language Notes 140:1  
Modernist Lives, Transatlantic Italian Crossings, 1949–1972","","",""
"2025","243224","11579/223782","“La letteratura afroamericana e il canone dell’americanistica italiana, 1945-1990.”","","10.7413/1234-1234086",""
"2025","243246","11579/223784","John Steinbeck, ""The Grapes of Wrath"" (1939)","","",""
"2025","243247","11579/223785","Ma le bambine sole si perdono nei boschi?","L'INDICE DEI LIBRI DEL MESE","",""
"2025","243286","11579/223822","Report studio di valutazione progetto “Costellazioni Urbane”","","",""
"2025","243304","11579/223842","Jerry Lewis. Il corpo pop dell'inconscio americano","","",""
"2025","243306","11579/223843","Nero personale. Intervista a Giuseppe Palumbo","ULTRACORPI","",""
"2025","243307","11579/223844","Il custode del terrore. Sessant’anni di Diabolik secondo Mario Gomboli","ULTRACORPI","",""
"2025","243308","11579/223845","Il fumetto: glossario ragionato essenziale","","",""
"2025","243345","11579/223882","L'autonomia finanziaria e contabile delle università statali. Esigenze di legalità sostanziale e di leale collaborazione","OSSERVATORIO SULLE FONTI","",""
"2025","243384","11579/223922","Stem cell models in ataxia-telangiectasia","NEURAL REGENERATION RESEARCH","10.4103/nrr.nrr-d-25-00988",""
"2025","243385","11579/223923","Il sistema della governance universitaria italiana tra principi costituzionali e mutamenti istituzionali","OSSERVATORIO SULLE FONTI","",""
"2025","243386","11579/223942","Rethinking the ‘Average-Vulnerable’ 
Dichotomy: The Case for Emphasizing Elderly 
Vulnerability in the UCPD","EUROPEAN REVIEW OF CONTRACT LAW","10.1515/ercl-2025-2006",""
"2025","243404","11579/223944","Le neuromarketing: une manipulation du consentement?","","",""
"2025","243426","11579/223964","L’autonomia privata e le scelte abitative 
per l’età senile","","",""
"2025","243444","11579/223982","Luca Gili, Silvia Fazzo, Heavenly Matter in Alexander of Aphrodisias Acta Philosophica 1. 34. 2025 pp. 165-172.","ACTA PHILOSOPHICA","",""
"2025","243445","11579/223983",". “La sostanza come forma separabile in Aristotele”, in Atti della Società Italiana di Storia della Filosofia Antica. Dibattiti antichi: ontologia, fisica e metafisica. Cinque studi a cura di C. Lo Casto , S. Maso - Edizioni di Storia e Letteratura - 2025, pp. 1-27.","","",""
"2025","243446","11579/223984","ARISTOTELICA N. 8/2025, Torino, Rosenberg & Sellier a cura di Silvia Fazzo  ISBN pdf 9791259934666","","",""
"2025","243447","11579/223985","About the Passage in MetaphysicsΘ 6.1048b18-35: A Response","ARISTOTELICA","10.17454/ARIST08.06",""
"2025","243506","11579/224054","The splicing genes SmEa and SmEb regulate plant development during vegetative growth in poplar","BMC PLANT BIOLOGY","10.1186/s12870-025-07676-3",""
"2025","243564","11579/224082","Temporal Conditional Reasoning with Weighted Knowledge Bases","","",""
"2025","243584","11579/224102","Der Preis der Integration in postmigrantischen Gesellschaften: Der Roman Ein schönes Ausländerkind von Toxische Pommes","","",""
"2025","243644","11579/224182","Integrating polygenic and methylation risk scores for pleural mesothelioma risk stratification","INTERNATIONAL JOURNAL OF CANCER","10.1002/ijc.70316",""
"2025","243778","11579/224310","Association between calcification pattern and the presence of intracranial carotid artery vulnerable non-stenosing atherosclerotic plaques in ESUS","","",""
"2025","243779","11579/214523.2","Correction to: Efficacy of a theoretical-practical course for the ultrasound measurement of the optic nerve diameter in different healthcare operators (The Ultrasound Journal, (2025), 17, 1, (28), 10.1186/s13089-025-00431-7)","THE ULTRASOUND JOURNAL","10.1186/s13089-025-00435-3",""
"2025","243780","11579/224311","c-Jun N-terminal kinase 3 (JNK3) serum levels in ischemic stroke: preliminary findings for a potential biomarker","","",""
"2025","243782","11579/224312","Predictors of intracranial non-stenosing vulnerable atherosclerotic plaques in ESUS: A risk stratification model","","",""
"2025","243824","11579/224322","La comunità universitaria: docenti, studenti e personale tecnico-amministrativo","OSSERVATORIO SULLE FONTI","",""
"2025","243826","11579/224323","MiR-22/GLUT1 Axis Induces Metabolic Reprogramming and Sorafenib Resistance in Hepatocellular Carcinoma.","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","10.3390/ijms26083808",""
"2025","243830","11579/221071.2","Policy learning in local services for migrants in small localities and big cities. Do we need new analytical and policy tools?","AUTONOMIE LOCALI E SERVIZI SOCIALI","10.1447/118349",""
"2025","243839","11579/224762","Intriguing role of the Golgi apparatus in astrocyte function: Implications for disorders","NEURAL REGENERATION RESEARCH","10.4103/NRR.NRR-D-25-00342",""
"2025","243840","11579/224325","What is your next step? A case of how a misleading diagnosis can mask avoidable serious adverse effects of quetiapine","INTERNAL AND EMERGENCY MEDICINE","10.1007/s11739-025-04217-6","501100005699 - Università degli Studi del Piemonte Orientale; 501100021856 - Ministero dell'Università e della Ricerca; 501100021856 - Ministero dell'Università e della Ricerca;"
"2025","243885","11579/224343","Association between calcification pattern and the presence of intracranial carotid artery vulnerable non-stenosing atherosclerotic plaques in ESUS","EUROPEAN STROKE JOURNAL","10.1177/23969873251329993",""
"2025","243886","11579/224344","Predictors of intracranial non-stenosing vulnerable atherosclerotic plaques in ESUS: A risk stratification model","EUROPEAN JOURNAL OF NEUROLOGY","10.1111/ene.70233",""
"2025","243888","11579/224345","c-Jun N-terminal kinase 3 serum levels in ischemic stroke: Preliminary findings for a potential biomarker","EUROPEAN JOURNAL OF NEUROLOGY","10.1111/ene.70233",""
"2025","243904","11579/223356.2","Vacuum-assisted breast biopsy and excision as minimally invasive tools in breast lesion management","Academia Medicine and Health","10.20935/acadmedhealth8074",""
"2025","243924","11579/224362","Channel-embedded porous zirconia surfaces to mimic dentine-cementum functionality in dental Implants: Design, production and characterisation","CERAMICS INTERNATIONAL","10.1016/j.ceramint.2025.08.083","501100001871 - Fundação para a Ciência e a Tecnologia;"
"2025","243964","11579/224382","Determinants of Response to Immune Checkpoint Blockade in Pleural Mesothelioma: Molecular, Immunological, and Clinical Perspectives.","CANCERS","10.3390/cancers17244020",""
"2025","243965","11579/224383","Performance of heavy-flavour jet identification in Lorentz-boosted topologies in proton-proton collisions at ???( s ) = 13 TeV","JOURNAL OF INSTRUMENTATION","10.1088/1748-0221/20/11/p11006",""
"2025","243966","11579/224423","General search for supersymmetric particles in scenarios with compressed mass spectra using proton-proton collisions at","PHYSICAL REVIEW D","10.1103/b26z-zmpy",""
"2025","243967","11579/224422","Search for charged lepton flavor violating and boson decays in proton-proton collisions at","PHYSICAL REVIEW D","10.1103/8lw4-6lyk",""
"2025","243968","11579/224384","Search for a new scalar resonance decaying to a Higgs boson and another new scalar particle in the final state with two bottom quarks and two photons in proton-proton collisions at $$\sqrt{s}=13$$ TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/jhep12(2025)178",""
"2025","243984","11579/224447","Rescue of protein dyshomeostasis in hippocampal astrocytes from an Alzheimer’s disease mouse model by stabilizing ER-mitochondrial interactions at a 20 nm distance","ALZHEIMER'S RESEARCH & THERAPY","10.1186/s13195-025-01793-9","501100007710 - Jilin Agricultural University; 100031478 - NextGenerationEU; 501100005699 - Università degli Studi del Piemonte Orientale; 501100005699 - Università degli Studi del Piemonte Orientale; 100007364 - Fondazione CRT; 100007364 - Fondazione CRT; 501100003043 - EMBO; 501100003043 - EMBO; 501100005890 - Ministry of Health of the People's Republic of China; 501100005890 - Ministry of Health of the People's Republic of China;"
"2025","243985","11579/224446","Bipartite Genetically Encoded Biosensors to Sense Calcium Ion Dynamics at Membrane–Membrane Contact Sites","ANALYTICAL CHEMISTRY","10.1021/acs.analchem.5c03831","501100005699 - Università degli Studi del Piemonte Orientale; 501100008884 - Nakatani Foundation for Advancement of Measuring Technologies in Biomedical Engineering; 100000002 - National Institutes of Health; 501100001869 - Academia Sinica; 501100003500 - Università degli Studi di Padova; 501100003500 - Università degli Studi di Padova; 100000065 - National Institute of Neurological Disorders and Stroke; 100000065 - National Institute of Neurological Disorders and Stroke; 501100001691 - Japan Society for the Promotion of Science; 501100001691 - Japan Society for the Promotion of Science;"
"2025","244004","11579/224445","Neuroglia in neurodegeneration: Alzheimer, Parkinson, and Huntington disease","","10.1016/b978-0-443-19102-2.00012-0","501100004837 - Ministerio de Ciencia e Innovación; 501100004837 - Ministerio de Ciencia e Innovación; 501100003196 - Ministero della Salute; 501100003196 - Ministero della Salute; 501100005699 - Università degli Studi del Piemonte Orientale; 501100005699 - Università degli Studi del Piemonte Orientale; 501100015496 - Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas; 501100015496 - Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas;"
"2025","244024","11579/224442","Identification of tau leptons using a convolutional neural network with domain adaptation","JOURNAL OF INSTRUMENTATION","10.1088/1748-0221/20/12/p12032",""
"2025","244025","11579/224763","Remodelling of Cellular Protein Homeostasis by Enhanced ER-Mitochondrial Tethering","CONTACT","10.1177/25152564251329704","501100005699 - Università degli Studi del Piemonte Orientale; 501100003196 - Ministero della Salute; 501100003196 - Ministero della Salute; 100004410 - European Molecular Biology Organization; 100004410 - European Molecular Biology Organization; 100007364 - Fondazione CRT; 100007364 - Fondazione CRT;"
"2025","244044","11579/224462","Determination of the spin and parity of all-charm tetraquarks","NATURE","10.1038/s41586-025-09711-7",""
"2025","244045","11579/224463","Operation and performance of the CMS silicon strip tracker with proton-proton collisions at the CERN LHC","JOURNAL OF INSTRUMENTATION","10.1088/1748-0221/20/08/P08027",""
"2025","244046","11579/224467","Search for heavy pseudoscalar and scalar bosons decaying to a top quark pair in proton-proton collisions ats=13TeV","REPORTS ON PROGRESS IN PHYSICS","10.1088/1361-6633/ae2207",""
"2025","244047","11579/224466","Search for top squarks in final states with many light-flavor jets and 0, 1, or 2 charged leptons in proton-proton collisions at √ s =13TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP10(2025)236","100014440 - Ministerio de Ciencia, Innovación y Universidades; 501100005992 - Ministry of Education and Science; 501100006348 - Benemérita Universidad Autónoma de Puebla; 100009999 - Center for African Studies; 501100001871 - Fundação para a Ciência e a Tecnologia; 501100001502 - Department of Atomic Energy, Government of India; 501100004742 - National Academy of Sciences of Ukraine; 501100004192 - National Science and Technology Development Agency; 501100002338 - Ministry of Education of the People's Republic of China; 100000001 - National Science Foundation; 100011535 - Missouri University of Science and Technology; 501100012441 - Institut National de Physique Nucléaire et de Physique des Particules; 501100000271 - Science and Technology Facilities Council; 501100008688 - Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional; 501100003381 - Ministério da Educação e Ciência; 501100004586 - Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro; 501100004386 - Universiti Malaya; 501100013699 - Bundesministerium Bildung; 501100001868 - National Science Council; 501100008981 - Ministry of Science,Technology and Research; 100001169 - Hispanics in Philanthropy; 100010096 - Secretaría de Educación Pública; 501100002428 - Austrian Science Fund; 501100001409 - Department of Science and Technology, Ministry of Science and Technology, India; 501100003141 - Secretaría de Ciencia, Humanidades, Tecnología e Innovación; 501100004794 - Centre National de la Recherche Scientifique; 501100002347 - Bundesministerium für Forschung, Technologie und Raumfahrt; 501100003130 - Fonds Wetenschappelijk Onderzoek; 501100004410 - Türkiye Bilimsel ve Teknolojik Araştırma Kurumu; 501100002341 - Research Council of Finland; 501100003593 - Conselho Nacional de Desenvolvimento Científico e Tecnológico; 501100008689 - Pakistan Atomic Energy Commission; 501100002322 - Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; 100008931 - California Earthquake Authority; 100020381 - Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu; 501100001659 - Deutsche Forschungsgemeinschaft; 501100004564 - Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja; 501100001602 - Science Foundation Ireland; 100000015 - U.S. Department of Energy; 501100001807 - Fundação de Amparo à Pesquisa do Estado de São Paulo; 100013521 - Cosmetic Surgery Foundation; 501100011033 - Agencia Estatal de Investigación; 501100002855 - Ministry of Science and Technology of the People's Republic of China; 501100003448 - General Secretariat for Research and Innovation; 501100003336 - Bulgarian National Science Fund; 100016905 - Hugh Green Foundation; 100022965 - Ministerio de Ciencia, Tecnología e Innovación; 100003941 - Maryland Ornithological Society; 501100016204 - Ministry of Higher Education, Science, Research and Innovation, Thailand; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100004263 - Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul; 501100004801 - Shota Rustaveli National Science Foundation; 501100006115 - Institute for Research in Fundamental Sciences; 100012470 - CERN; 100028114 - National Retail Federation; 501100004083 - Ministry of Science ICT and Future Planning; 501100004299 - Secretaría de Educación Superior, Ciencia, Tecnología e Innovación; 501100004629 - Ministry for Business Innovation and Employment; 501100013168 - Istituto Nazionale di Fisica Nucleare; 501100005324 - Universidad Autónoma de San Luis Potosí; 501100001809 - National Natural Science Foundation of China; 100017325 - Engineering Research Centers; 100017325 - Engineering Research Centers; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal;"
"2025","244048","11579/224464","Search for the Rare Decay (Formula presented) in Proton-Proton Collisions at (Formula presented)","PHYSICAL REVIEW LETTERS","10.1103/zc76-rgcp",""
"2025","244049","11579/224465","A method for correcting the substructure of multiprong jets using the Lund jet plane","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP11(2025)038",""
"2025","244052","11579/224482","Search for dark matter produced in association with one or two top quarks in proton-proton collisions at $$\sqrt{ ext{s}}$$ = 13 TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/jhep08(2025)085",""
"2025","244054","11579/224484","Search for charged-lepton flavour violation in top quark interactions with an up-type quark, a muon, and a τ lepton in proton-proton collisions at $$\sqrt{s}={13}$$ TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/jhep12(2025)065",""
